component,s,branch_id,x,y,residual,det_hessian,jacobi,max_real_eigenvalue
Case1-arc,0.2434437563637345,2,-1.0444357502594914,0.5190284177281066,8.005932084973442e-16,-217.74210825956618,10.79447797661154,4.576219758726606
Case1-arc,0.2434437563637345,3,-0.5049102886711542,0.9848443003165738,7.850462293418876e-16,-216.39117902538112,10.657689568190417,4.575885033227383
Case1-arc,0.2434437563637345,4,-0.3398611640426031,0.10732543308822083,1.6711069443220838e-16,-54.22330574483017,8.90667702515528,3.730085294421128
Case1-arc,0.2434437563637345,5,0.8129602287846837,-0.6998985344464255,0.0,0.8539025108779559,4.785562615688941,0.3918720056342401
Case1-arc,0.26083259613637805,1,-1.6334420409465205,1.6336909525049523,0.0,-7.92658320331135,10.516500176499896,1.7550367130314797
Case1-arc,0.26083259613637805,2,-1.0316140847534259,0.5190114504923624,9.930136612989092e-16,-243.28982484024272,11.169998137004324,4.715084973728334
Case1-arc,0.26083259613637805,3,-0.5058288065357327,0.9730172562146036,1.5700924586837752e-16,-240.31873732896713,11.034650154980495,4.708750853968495
Case1-arc,0.26083259613637805,4,-0.35946122740583564,0.09896709225098785,2.237726045655905e-16,-73.77000824940015,9.402280682706124,3.933369870256104
Case1-arc,0.26083259613637805,5,0.8408574216862349,-0.7154373707264943,1.1102230246251565e-16,0.8237477599045198,4.976862300214899,0.38505554929806185
Case1-arc,0.2782214359194132,1,-1.629595435906451,1.6249098919890455,4.965068306494546e-16,-7.308652073153763,10.582432555050374,1.712598188652154
Case1-arc,0.2782214359194132,2,-1.0188336251140935,0.5185858236111116,1.1957467920563633e-15,-271.62943371015183,11.568699637973438,4.857710280292382
Case1-arc,0.2782214359194132,3,-0.5063599299529994,0.9611375264280406,6.473657049138938e-16,-266.79396331765855,11.434632299042361,4.845493082211876
Case1-arc,0.2782214359194132,4,-0.37724934747352934,0.09111629371531967,2.2591401799415137e-16,-98.05990956414063,9.9275237914288,4.144785931809309
Case1-arc,0.2782214359194132,6,-0.27823803629589083,0.26415234585970276,4.041272810440265e-16,23.155109537024025,9.872539705156777,2.3591063554797262
Case1-arc,0.2782214359194132,7,-0.19473190354738765,0.2917312316483738,1.7772239894833365e-16,-38.61078614299281,9.878119027151255,3.685846340087622
Case1-arc,0.2782214359194132,5,0.8694584735302029,-0.730918439809423,1.1102230246251565e-16,0.7940867362556987,5.1774883386315205,0.3779055011386714
Case1-arc,0.2956102757154697,1,-1.6265593609133862,1.6164046586910612,2.220446049250313e-16,-6.710743986518969,10.658979380462627,1.6688638754375709
Case1-arc,0.2956102757154697,2,-1.0060771091292144,0.5177618896586804,1.4217791915866692e-15,-302.9915826509487,11.992210496326853,5.004041239058375
Case1-arc,0.2956102757154697,3,-0.5065095516656887,0.9491919780342919,1.4130832128153975e-15,-296.00822665755715,11.859259258104686,4.98601581482191
Case1-arc,0.2956102757154697,4,-0.39358342012850545,0.08391021280856306,6.261943282059023e-16,-127.28671575435136,10.484782868038804,4.360251777645072
Case1-arc,0.2956102757154697,6,-0.3029895885025306,0.2758293599921402,5.578801654593729e-16,34.4987754643625,10.405151807866622,2.3310871099593666
Case1-arc,0.2956102757154697,7,-0.17504652372146853,0.31091701694214247,5.694967977388552e-16,-72.82176277315546,10.426193735082503,4.026041574403405
Case1-arc,0.2956102757154697,5,0.8988276483268626,-0.7463223407510357,1.1102230246251565e-16,0.7649144493630082,5.387985225045678,0.37041784235174424
Case1-arc,0.3129991155279827,1,-1.624430918183735,1.6081710593551883,4.965068306494546e-16,-6.13438436473066,10.746778405123708,1.6238129935471375
Case1-arc,0.3129991155279827,2,-0.9933247304513485,0.5165485078362619,2.0014830212433605e-15,-337.59396147982153,12.442289857982985,5.153967847627644
Case1-arc,0.3129991155279827,3,-0.5062827873620691,0.9371644491777892,5.551115123125783e-16,-328.1318383274852,12.31028441780126,5.130160433140014
Case1-arc,0.3129991155279827,4,-0.4087632101424257,0.07732843359898432,3.0436364816617974e-16,-161.99581489057988,11.076520616007349,4.5789520990364965
