component,s,c1,c2,rho0,rho1,rho2,psi_residual
Case1-arc,0.21736049671993166,-1.1082555864630588,1.1287916540795853,0.35368201601231564,0.905398112065162,0.8822662908834874,-8.881784197001252e-16
Case1-arc,0.22605491659944887,-1.1014991740844704,1.1214193483214103,0.37902123314972397,0.9209067824327664,0.8969900409340511,3.552713678800501e-15
Case1-arc,0.23474933648065485,-1.09474179018866,1.1140479330336213,0.40564468398820436,0.9366917618216262,0.9119550589855755,1.7763568394002505e-15
Case1-arc,0.2434437563637345,-1.087983390903935,1.106677448679677,0.43361523111484096,0.952755667914849,0.9271621198710195,3.552713678800501e-15
Case1-arc,0.25213817624889623,-1.0812239296523132,1.09930793823873,0.4629988464666347,0.9691009224488185,0.9426116927011833,8.881784197001252e-16
Case1-arc,0.26083259613637805,-1.0744633569288524,1.0919394474125452,0.4938647751784974,0.9857297302474756,0.9583039124110811,-2.6645352591003757e-15
Case1-arc,0.26952701602644863,-1.0677016200586196,1.0845720248536,0.5262857104859061,1.0026440569280326,0.9742385493588637,1.7763568394002505e-15
Case1-arc,0.2782214359194132,-1.0609386629285977,1.0772057224169374,0.5603379809093739,1.0198456052323346,0.9904149768652346,8.881784197001252e-16
Case1-arc,0.28691585581562057,-1.0541744256914678,1.0698405954387167,0.5961017511459509,1.0373357899417786,1.0068321365758726,3.552713678800501e-15
Case1-arc,0.2956102757154697,-1.0474088444377567,1.0624767030448332,0.6336612383373526,1.0551157113387,1.0234885015235469,-1.7763568394002505e-15
Case1-arc,0.3043046956194154,-1.0406418508323465,1.0551141084934652,0.6731049456645822,1.0731861271835135,1.0403820367605146,8.881784197001252e-16
Case1-arc,0.3129991155279827,-1.0338733717107316,1.04775287955598,0.7145259155636932,1.0915474231850397,1.0575101574250823,0.0
Case1-arc,0.32169353544177426,-1.0271033286297555,1.040393088941315,0.7580220052578333,1.1101995819515265,1.0748696840990104,-1.7763568394002505e-15
Case1-arc,0.3303879553614873,-1.0203316373667173,1.0330348147697253,0.8036961877903847,1.1291421504224775,1.0924567953044286,1.3322676295501878e-15
Case1-arc,0.33908237528792917,-1.013558207359817,1.0256781411027338,0.8516568823208248,1.1483742057967037,1.1102669769800266,-3.552713678800501e-15
Case1-arc,0.34777679522203797,-1.0067829410817921,1.018323158537207,0.9020183181398955,1.1678943199907392,1.12829496876615,-8.881784197001252e-16
Case1-arc,0.3564712151649059,-1.0000057333372698,1.0109699648727901,0.9549009376982617,1.1877005226844861,1.146534706916804,0.0
Case1-arc,0.3651656351178129,-0.9932264704728214,1.003618665863467,1.0104318449410863,1.207790263038356,1.1649792636430436,4.440892098500626e-16
Case1-arc,0.37386005508225817,-0.9864450294868484,0.9962693760658778,1.0687453064542538,1.2281603701992199,1.183620782676137,4.440892098500626e-16
Case1-arc,0.38255447506000717,-0.9796612770242181,0.988922219799201,1.1299833143841056,1.2488070127523503,1.2024504108198215,4.440892098500626e-16
Case1-arc,0.3912488950531471,-0.97287506823794,0.9815773322340783,1.1942962218601487,1.26972565732435,1.2214582252377177,8.881784197001252e-16
Case1-arc,0.3999433150641564,-0.9660862454970035,0.9742348606312424,1.2618434637911664,1.2909110265997057,1.2406331561936703,0.0
Case1-arc,0.40863773509598267,-0.9592946369156916,0.9668949657543784,1.3327943785107081,1.3123570570829233,1.259962904927884,0.0
Case1-arc,0.41733215515215555,-0.952500054675045,0.9595578234864169,1.4073291489265065,1.334056857021918,1.2794338563084335,1.3322676295501878e-15
Case1-arc,0.4260265752369121,-0.9457022931015893,0.9522236266842318,1.4856398857173003,1.3560026650092567,1.2990309858435116,8.881784197001252e-16
Case1-arc,0.434720995355366,-0.938901126461563,0.9448925873136869,1.5679318798959812,1.3781858099004025,1.3187377605718973,1.3322676295501878e-15
Case1-arc,0.44341541551372193,-0.9320963064205373,0.9375649389156663,1.654425057945274,1.4005966728369343,1.3385360332632805,-6.661338147750939e-16
Case1-arc,0.4521098357195363,-0.9252875591080233,0.9302409394644244,1.745355680014233,1.4232246523443177,1.358405929251285,4.440892098500626e-16
Case1-arc,0.46080425598206864,-0.9184745817138951,0.9229208746929038,1.8409783307192635,1.4460581336967244,1.378325725083777,0.0
Case1-arc,0.4694986763127233,-0.9116570385276784,0.9156050619763793,1.9415682633919935,1.4690844640157177,1.3982717179982402,2.220446049250313e-16
Case1-arc,0.4781930967256338,-0.9048345563119491,0.9082938548867527,2.047424172803246,1.4922899349099874,1.4182180850035657,-2.220446049250313e-16
Case1-arc,0.48688751723841156,-0.8980067188763096,0.9009876485564404,2.158871489280466,1.5156597748873766,1.4381367300581087,-4.440892098500626e-16
Case1-arc,0.4955819378731559,-0.8911730606870121,0.8936868860246158,2.276266309838622,1.539178154303252,1.4579971174576172,-4.440892098500626e-16
