component,s,branch_id,reliable,x,y,c1,c2,r,jacobi_CJ,max_real,n_centre_pairs,omega1,omega2,ratio
Case1-arc,0.434720995355366,3,True,-0.4944217494970572,0.8483098727032798,-0.938901126461563,0.9448925873136867,0.9818770322711422,16.39000613480758,6.201879363844012,1,4.0483829497006365,,
Case1-arc,0.434720995355366,6,True,-0.4771530974798644,0.4470698241522139,-0.938901126461563,0.9448925873136867,0.6538704046690907,15.70868419556408,2.815093563389029,0,,,
Case1-arc,0.434720995355366,7,True,-0.104166297008069,0.4139711793212643,-0.938901126461563,0.9448925873136867,0.42687557290270384,16.282746645167677,6.149764820349214,1,3.9678028427677465,,
Case1-arc,0.434720995355366,5,True,1.170357104762766,-0.8617731450967191,-0.938901126461563,0.9448925873136867,1.4534058986664995,7.505497272945194,0.29647712819691063,0,,,
Case1-arc,0.4521098357195363,1,True,-1.6580032560703144,1.5467491632572905,-0.9252875591080232,0.9302409394644244,2.2674672591190577,11.943783036768355,1.215848626950394,1,1.2891715287751366,,
Case1-arc,0.4521098357195363,2,True,-0.8876363537927157,0.4934180710039969,-0.9252875591080232,0.9302409394644244,1.0155588064547185,17.26978071621844,6.432384753180273,1,4.199400357403968,,
Case1-arc,0.4521098357195363,4,True,-0.5076103296352741,0.0402038682128073,-0.9252875591080232,0.9302409394644244,0.5091999585346648,17.404805103915713,6.52919139826678,1,4.296372794784522,,
Case1-arc,0.4521098357195363,6,True,-0.493231627585352,0.4662145082498944,-0.9252875591080232,0.9302409394644244,0.678699790889305,16.53348075439237,2.9199713568563093,0,,,
Case1-arc,0.4521098357195363,3,True,-0.4912778322588272,0.834349190441707,-0.9252875591080232,0.9302409394644244,0.9682419532635756,17.13811300245166,6.35144405706182,1,4.097271982166685,,
Case1-arc,0.4521098357195363,7,True,-0.0987151241282787,0.4247910676113458,-0.9252875591080232,0.9302409394644244,0.436110223285408,17.24583722458666,6.428956495074405,1,4.177290005930117,,
Case1-arc,0.4521098357195363,5,True,1.2102889303160265,-0.8741379642080174,-0.9252875591080232,0.9302409394644244,1.492955617329346,7.836545020756933,0.28501355041257337,0,,,
Case1-arc,0.4694986763127233,1,True,-1.6720489354346857,1.5376707747211755,-0.9116570385276784,0.9156050619763793,2.2716027500247233,12.168702354627928,1.1590670721516194,1,1.257972753404282,,
Case1-arc,0.4694986763127233,2,True,-0.8731313764088683,0.4888675609689295,-0.9116570385276784,0.9156050619763793,1.000674718696018,18.07142078471283,6.58642762515197,1,4.2482839547119955,,
Case1-arc,0.4694986763127233,4,True,-0.5184546518615314,0.0368521116638535,-0.9116570385276784,0.9156050619763793,0.5197627383440899,18.45057570390613,6.811847983894316,1,4.502861216796538,,
Case1-arc,0.4694986763127233,6,True,-0.5053454563153594,0.4816359790292496,-0.9116570385276784,0.9156050619763793,0.6981026045747448,17.409744302985505,3.0333648933963326,0,,,
Case1-arc,0.4694986763127233,3,True,-0.4877753984316726,0.8197874458470668,-0.9116570385276784,0.9156050619763793,0.953926776898329,17.938715839125173,6.493525384484114,1,4.13024271046229,,
Case1-arc,0.4694986763127233,7,True,-0.0936157702262202,0.4354562987725344,-0.9116570385276784,0.9156050619763793,0.4454055461887775,18.27379825885338,6.717589822013821,1,4.391081557238006,,
Case1-arc,0.4694986763127233,5,True,1.2519888382399949,-0.8856429887978884,-0.9116570385276784,0.9156050619763793,1.53357085088508,8.185913460223382,0.27286984554332994,0,,,
Case1-arc,0.4868875172384115,1,True,-1.6895534818414268,1.5272650777815286,-0.8980067188763096,0.9009876485564404,2.277527076856279,12.414197674705644,1.1009948227338922,1,1.2266452035886373,,
Case1-arc,0.4868875172384115,2,True,-0.8579783900920497,0.4839422464902166,-0.8980067188763096,0.9009876485564404,0.9850517833103714,18.931101845271954,6.731397671226645,1,4.278963246519559,,
Case1-arc,0.4868875172384115,4,True,-0.5291535133931766,0.0336864096622812,-0.8980067188763096,0.9009876485564404,0.5302246834430455,19.569342667519876,7.106721542049031,1,4.716759229335171,,
Case1-arc,0.4868875172384115,6,True,-0.5140486028401472,0.4940735003247192,-0.8980067188763096,0.9009876485564404,0.7129898946023202,18.344719173125508,3.1463242535492544,0,,,
Case1-arc,0.4868875172384115,3,True,-0.483920627002364,0.804429422572601,-0.8980067188763096,0.9009876485564404,0.9387682723328741,18.797095186047937,6.6234476288329045,1,4.140319733976258,,
Case1-arc,0.4868875172384115,7,True,-0.0888166810970409,0.4460218939154434,-0.8980067188763096,0.9009876485564404,0.45477899324068666,19.37215763468088,7.017156933323774,1,4.6106397148620655,,
Case1-arc,0.4868875172384115,5,True,1.2956524209022082,-0.896092156731186,-0.8980067188763096,0.9009876485564404,1.5753400741252352,8.555134831048418,0.25994450329726865,0,,,
Case1-arc,0.5042763586577794,1,True,-1.7111570305093515,1.5148783990151982,-0.8843330593075313,0.8863920657820972,2.2853697615187856,12.681910010622412,1.041574110255295,1,1.1952710230140944,,
Case1-arc,0.5042763586577794,2,True,-0.841942527727642,0.4786408240612064,-0.8843330593075313,0.8863920657820972,0.9684855489135612,19.85519822074751,6.862054374148926,1,4.283530020268146,,
Case1-arc,0.5042763586577794,4,True,-0.5397553259825234,0.0306837655426501,-0.8843330593075313,0.8863920657820972,0.540626770882072,20.76815650729371,7.415279035055482,1,4.939305093959653,,
Case1-arc,0.5042763586577794,6,True,-0.519848495637494,0.5044253021591977,-0.8843330593075313,0.8863920657820972,0.7243530519539236,19.346325817012694,3.2529637066008106,0,,,
Case1-arc,0.5042763586577794,3,True,-0.4797290767237858,0.7879789708761592,-0.8843330593075313,0.8863920657820972,0.922524170738798,19.71965301416821,6.734197225243059,1,4.116767631271436,,
Case1-arc,0.5042763586577794,7,True,-0.0842729796642965,0.4565423548287919,-0.8843330593075313,0.8863920657820972,0.464255163519069,20.547390451190633,7.329309749199527,1,4.83745941217958,,
Case1-arc,0.5042763586577794,5,True,1.3415169781998,-0.9052425718614844,-0.8843330593075313,0.8863920657820972,1.618373231584333,8.946050214394145,0.24610323475633988,0,,,
Case1-arc,0.5216652008287299,1,True,-1.7376708190721275,1.499600870692452,-0.8706315970673056,0.8718225792985592,2.295278337552193,12.973838502860517,0.9807103094077064,1,1.163941320499916,,
Case1-arc,0.5216652008287299,2,True,-0.824664547712065,0.4729686138014245,-0.8706315970673056,0.8718225792985592,0.9506686730372395,20.851625338458103,6.970539020447829,1,4.249752823346894,,
Case1-arc,0.5216652008287299,4,True,-0.5503106694291856,0.0278218059328506,-0.8706315970673056,0.8718225792985592,0.5510135077953748,22.055514457435542,7.7393011347801455,1,5.171945849035858,,
Case1-arc,0.5216652008287299,6,True,-0.5229445185003306,0.5136489417176298,-0.8706315970673056,0.8718225792985592,0.7330117357567911,20.423553220227195,3.3481085125663723,0,,,
Case1-arc,0.5216652008287299,3,True,-0.4752389113706359,0.7699523159834799,-0.8706315970673056,0.8718225792985592,0.9048085939960294,20.71439123551298,6.814615378998916,1,4.041860320614589,,
Case1-arc,0.5216652008287299,7,True,-0.0799439622368557,0.4670744297097591,-0.8706315970673056,0.8718225792985592,0.4738666056885888,21.807268204215372,7.6559744606513185,1,5.073178041599881,,
Case1-arc,0.5216652008287299,5,True,1.3898753737866243,-0.9127891477708744,-0.8706315970673056,0.8718225792985592,1.6628101463927827,9.36092542230697,0.23116355190691687,0,,,
Case1-arc,0.5390540441765532,1,True,-1.7701344851510032,1.4801543909957655,-0.8568966262043232,0.8572846777427472,2.307429980888879,13.292497500648054,0.9182850661158255,1,1.1327794741707193,,
Case1-arc,0.5390540441765532,2,True,-0.8055510286584517,0.4669508097728312,-0.8568966262043232,0.8572846777427472,0.9311044616584073,21.93054150265956,7.044376234267007,1,4.157350669623313,,
Case1-arc,0.5390540441765532,4,True,-0.5608745158461581,0.0250780566497093,-0.8568966262043232,0.8572846777427472,0.5614348862076424,23.44193309636239,8.081015092399298,1,5.416442793233497,,
Case1-arc,0.5390540441765532,6,True,-0.52296811854366,0.5230540039234735,-0.8568966262043232,0.8572846777427472,0.7396493385608295,21.586977740294074,3.500647378251726,0,,,
Case1-arc,0.5390540441765532,3,True,-0.4705479041307614,0.7494682057132013,-0.8568966262043232,0.8572846777427472,0.8849395015800897,21.79169916686108,6.84525320993673,1,3.8830087954766577,,
Case1-arc,0.5390540441765532,7,True,-0.0757910750355952,0.4776799896494206,-0.8568966262043232,0.8572846777427472,0.4836553106981477,23.161374850568393,7.999499722501491,1,5.3197025091555386,,
Case1-arc,0.5390540441765532,5,True,1.4410953528717243,-0.9183422317611336,-0.8568966262043232,0.8572846777427472,1.7088324290884986,9.802619331709398,0.21486879493094763,0,,,
Case1-arc,0.5564428894268889,1,True,-1.809885393828791,1.4547289133133334,-0.8431207331284328,0.8427855474135757,2.322051108400629,13.641151309152315,0.8542233532879208,1,1.1020039757545954,,
Case1-arc,0.5564428894268889,2,True,-0.783505371517372,0.4606739431716937,-0.8431207331284328,0.8427855474135757,0.9089010667360513,23.10551650282043,7.062015869367121,1,3.969029001965309,,
Case1-arc,0.5564428894268889,4,True,-0.5715088514371022,0.022429188518524,-0.8431207331284328,0.8427855474135757,0.5719488051989926,24.94080594977512,8.443285717643194,1,5.675018729664577,,
Case1-arc,0.5564428894268889,6,True,-0.5181375621778882,0.5354907764030471,-0.8431207331284328,0.8427855474135757,0.7451287841389455,22.849264689031713,4.434041958161232,0,,,
Case1-arc,0.5564428894268889,3,True,-0.4659446223049088,0.7246014604002669,-0.8431207331284328,0.8427855474135757,0.8614822502344802,22.965783447975536,6.786477044755157,1,3.5681906840181443,,
Case1-arc,0.5564428894268889,7,True,-0.0717761219133251,0.4884293437876483,-0.8431207331284328,0.8427855474135757,0.49367503030814636,24.621880212959415,8.362861410207326,1,5.579373239488794,,
Case1-arc,0.5564428894268889,5,True,1.4956468370071776,-0.9213941875991584,-0.8431207331284328,0.8427855474135757,1.7566805941864012,10.274831995015656,0.19684117333941356,0,,,
Case1-arc,0.5738317378668912,1,True,-1.858615666082396,1.420765748416153,-0.8292941094784501,0.8283347863183893,2.339450257235537,14.024169096788796,0.7887122760450923,1,1.0720848893610944,,
Case1-arc,0.5738317378668912,2,True,-0.7560917655879599,0.4544506338269755,-0.8292941094784501,0.8283347863183893,0.882156526119746,24.395673179502186,6.980882066803256,1,3.603595415089735,,
Case1-arc,0.5738317378668912,4,True,-0.5822859588418713,0.0198501976469605,-0.8292941094784501,0.8283347863183893,0.5826242083976779,26.569711524519338,8.829896190206446,1,5.95057052269588,,
Case1-arc,0.5738317378668912,6,True,-0.5016980701224324,0.5615670446203149,-0.8292941094784501,0.8283347863183893,0.7530328672562493,24.224453712262918,5.02769069948209,0,,,
Case1-arc,0.5738317378668912,3,True,-0.4626768212913416,0.68911292459202,-0.8292941094784501,0.8283347863183893,0.8300279897690361,24.257939189733644,6.524345411597462,1,2.8574635899491114,,
Case1-arc,0.5738317378668912,7,True,-0.0678595205408483,0.4994053832324495,-0.8292941094784501,0.8283347863183893,0.5039946937514159,26.20471884259763,8.749958575732986,1,5.855192154965776,,
Case1-arc,0.5738317378668912,5,True,1.554141041613725,-0.9212681359643664,-0.8292941094784501,0.8283347863183893,1.8066790959026044,10.782476853350024,0.1764882487289526,0,,,
Case1-arc,0.5912205918841783,1,True,-1.9183135691758564,1.3747780936835503,-0.8154035086138177,0.8139455111575031,2.360072404939389,14.447568538649929,0.7228162936044129,1,1.0441063426777062,,
Case1-arc,0.5912205918841783,2,True,-0.7154174032490351,0.4499025322641227,-0.8154035086138177,0.8139455111575031,0.8451238663114788,25.83054616286375,6.69412299757188,1,2.8161074457917064,,
Case1-arc,0.5912205918841783,4,True,-0.5932927297222733,0.0173134898922888,-0.8154035086138177,0.8139455111575031,0.593545297406657,28.352452554838823,9.245971177984186,1,6.246985363935442,,
Case1-arc,0.5912205918841783,7,True,-0.0639984555598421,0.5107090926124075,-0.8154035086138177,0.8139455111575031,0.5147033899160115,27.9314245155221,9.166056886617051,1,6.151156583952171,,
Case1-arc,0.5912205918841783,5,True,1.6173873752589367,-0.9170369845208076,-0.8154035086138177,0.8139455111575031,1.859273716434998,11.33225119197918,0.1527889075133469,0,,,
Case1-arc,0.6086094561439913,1,True,-1.9907577231976616,1.3126720313812557,-0.8014306134394572,0.7996361344650158,2.3845805028226095,14.919858776634449,0.6599241917289158,1,1.0204629815992117,,
Case1-arc,0.6086094561439913,2,True,-0.6125376308784439,0.4734582735910806,-0.8014306134394572,0.7996361344650158,0.7741867255862912,27.47021031506371,6.2703894584821755,1,1.642243870649439,,
Case1-arc,0.6086094561439913,4,True,-0.6046365577499595,0.0147878539841369,-0.8014306134394572,0.7996361344650158,0.6048173671391854,30.32232081619156,9.698632223917203,1,6.5696259357520805,,
Case1-arc,0.6086094561439913,7,True,-0.0601447902212591,0.5224672470260734,-0.8014306134394572,0.7996361344650158,0.5259176931856954,29.832058413113835,9.618475865493593,1,6.472769326714039,,
Case1-arc,0.6086094561439913,5,True,1.686477435278587,-0.9073912974770528,-0.8014306134394572,0.7996361344650158,1.9150887985785228,11.93353328440509,0.12368322999475712,0,,,
Case1-arc,0.62599834033676,1,True,-2.075920315815458,1.231921975651229,-0.7873493969645049,0.7854333366453113,2.4139339078996715,15.453364556195693,0.6076956311888814,1,1.005439597127165,,
Case1-arc,0.62599834033676,4,True,-0.6164536612722683,0.012237347095065,-0.7873493969645049,0.7854333366453113,0.6165751123422917,32.527495435681146,10.198045946686936,1,6.926099957896789,,
Case1-arc,0.62599834033676,2,True,-0.5767555170047091,0.4965735560587038,-0.7873493969645049,0.7854333366453113,0.7610730733458883,29.37159062680983,6.94953095178797,1,2.751619390773631,,
Case1-arc,0.62599834033676,7,True,-0.0562426087198696,0.5348436117550854,-0.7873493969645049,0.7854333366453113,0.5377926366833604,31.95003037028154,10.117692770994458,1,6.82784938144253,,
Case1-arc,0.62599834033676,5,True,1.7629106187684975,-0.8904156872540906,-0.7873493969645049,0.7854333366453113,1.975017454574744,12.599837811123255,0.08341760100593072,0,,,
Case1-arc,0.6433872661106116,1,True,-2.16981490750272,1.1363094900643085,-0.7731216913468719,0.7713772823417645,2.4493460331344052,16.066392041545704,0.5756267824073857,1,1.003175213147977,,
Case1-arc,0.6433872661106116,4,True,-0.6289211692256949,0.0096202172453872,-0.7731216913468719,0.7713772823417645,0.6289947421720341,35.040324415684374,10.759164624920851,1,7.327528333975099,,
Case1-arc,0.6433872661106116,2,True,-0.566967257451369,0.5052899541220514,-0.7731216913468719,0.7713772823417645,0.7594536251533676,31.56059754656112,7.708755146643782,1,3.6104700530967655,,
Case1-arc,0.6433872661106116,7,True,-0.0522252998459986,0.5480558539089827,-0.7731216913468719,0.7713772823417645,0.5505385553691119,34.35034207078984,10.679188930810081,1,7.227876178158703,,
Case1-arc,0.6433872661106116,5,True,1.8487832600435676,-0.8631945998929632,-0.7731216913468719,0.7713772823417645,2.040368706852194,13.351266192245264,1.429412144204889e-15,2,0.766418211623128,0.6831150361343358,1.1219460428805588
Case1-arc,0.6607762862543778,1,True,-2.266528996353054,1.0362559663643582,-0.7586894381816313,0.7575313184449772,2.4921838052468988,16.787170310548326,0.5639657398974555,1,1.0123082220206534,,
Case1-arc,0.6607762862543778,4,True,-0.6422750290184472,0.0068882430713372,-0.7586894381816313,0.7575313184449772,0.6423119653200126,37.974048139923624,11.404745659397415,1,7.790729196672014,,
Case1-arc,0.6607762862543778,2,True,-0.5621082651497384,0.5106967671428936,-0.7586894381816313,0.7575313184449772,0.7594582870176949,34.13518500298912,8.573370775245865,1,4.462186847525546,,
Case1-arc,0.6607762862543778,7,True,-0.0480122425378409,0.5624019551717944,-0.7586894381816313,0.7575313184449772,0.564447636733975,37.134332927821,11.326685947755061,1,7.690327331753628,,
Case1-arc,0.6607762862543778,5,True,1.9470705200887144,-0.8210848320525147,-0.7586894381816313,0.7575313184449772,2.113117107882392,14.218816286342886,8.42641928455734e-16,2,0.8206859379616992,0.6122591051949016,1.3404225939611771
Case1-arc,0.6781655438965968,1,True,-2.364899673907247,0.9388504581623168,-0.7439605555266855,0.7440012867110798,2.5444430923953076,17.661692689725356,0.5615972469304596,1,1.0263820649783582,,
Case1-arc,0.6781655438965968,4,True,-0.6568365535270225,0.0039875458035132,-0.7439605555266855,0.7440012867110798,0.6568486572801928,41.51463226724383,12.170853598946875,1,8.342170429379111,,
Case1-arc,0.6781655438965968,2,True,-0.5591646460744325,0.5152070984245796,-0.7439605555266855,0.7440012867110798,0.760331148702077,37.26088938799927,9.591956649751342,1,5.3858834367343835,,
Case1-arc,0.6781655438965968,7,True,-0.0435056893140985,0.5783025334874409,-0.7439605555266855,0.7440012867110798,0.5799366907177779,40.467486026915466,12.098129775787216,1,8.24297026366776,,
Case1-arc,0.6781655438965968,5,True,2.062021518440736,-0.756304859016368,-0.7439605555266855,0.7440012867110798,2.196344641053495,15.252349479767801,1.3652273755937472e-15,2,0.850930666788965,0.5644743840339647,1.5074743705956446
Case1-arc,0.6955554795312777,1,True,-2.470598687874224,0.8414512611045695,-0.7287823229530679,0.7309772077894388,2.609961321809254,18.769426271864933,0.5575800587995928,1,1.039944587741926,,
Case1-arc,0.6955554795312777,4,True,-0.6730492644671274,0.0008638263463007,-0.7287823229530679,0.7309772077894388,0.6730498188066748,45.985112884889276,13.117391683775748,1,9.025485686615273,,
Case1-arc,0.6955554795312777,2,True,-0.5572981466694056,0.5200187195777498,-0.7287823229530679,0.7309772077894388,0.7622340145863583,41.22398439518106,10.83927695661527,1,6.45254467139647,,
Case1-arc,0.6955554795312777,7,True,-0.0385903662699514,0.596368422871514,-0.7287823229530679,0.7309772077894388,0.5976156893582246,44.63491967982869,13.057399115225879,1,8.932202985911054,,
Case1-arc,0.6955554795312777,5,True,2.199581861902798,-0.6550647945223634,-0.7287823229530679,0.7309772077894388,2.2950534312373656,16.53609353775326,2.4667767828390197e-15,2,0.8738903386556195,0.5228141910969839,1.6715122763251653
Case1-arc,0.7129476499232992,1,True,-2.594829633354351,0.7321343654892206,-0.7128921940577215,0.7188313057448347,2.6961382670894642,20.255167846628517,0.5452766983246456,1,1.050192906422418,,
Case1-arc,0.7129476499232992,4,True,-0.6915124362007993,-0.0025191952488123,-0.7128921940577215,0.7188313057448347,0.691517024927851,51.98230744290911,14.348785085140149,1,9.91613208196203,,
Case1-arc,0.7129476499232992,2,True,-0.5562359780667373,0.526196232391849,-0.7128921940577215,0.7188313057448347,0.7656898447016498,46.54975311415954,12.44296904266056,1,7.76253886573197,,
Case1-arc,0.7129476499232992,7,True,-0.033145693720898,0.617495700020882,-0.7128921940577215,0.7188313057448347,0.6183846509709945,50.1570418075889,14.31817247280413,1,9.839943232355635,,
Case1-arc,0.7129476499232992,5,True,2.36715964582794,-0.4915814536895024,-0.7128921940577215,0.7188313057448347,2.4176635651901077,18.219785723045433,2.589942149633373e-15,2,0.8930162685595802,0.4835949412512031,1.8466203683791294
Case1-arc,0.730348026834871,1,True,-2.755069057431083,0.5855094579930201,-0.695850288274795,0.7083601663357757,2.8165984514327698,22.389916438839638,0.5195866282904283,1,1.0553605129387085,,
Case1-arc,0.730348026834871,4,True,-0.7128984385386264,-0.0061207892477544,-0.695850288274795,0.7083601663357757,0.712924713929758,60.65772348803553,16.050340910829505,1,11.146858276724656,,
Case1-arc,0.730348026834871,2,True,-0.5558010597121528,0.5350911807825111,-0.695850288274795,0.7083601663357757,0.7715162925877677,54.24324731944682,14.628916890814006,1,9.481458372142628,,
Case1-arc,0.730348026834871,7,True,-0.0271105873609796,0.6428941409957519,-0.695850288274795,0.7083601663357757,0.6434655083792161,58.018542161826566,16.08964600775289,1,11.11567808512976,,
Case1-arc,0.730348026834871,5,True,2.569152244713743,-0.2167784937413402,-0.695850288274795,0.7083601663357757,2.5782816316039696,20.57605884392922,-1.2836953722228372e-16,2,0.9098392354569742,0.445028589571189,2.0444512033118083
Case1-arc,0.7477731482663338,1,True,-2.971381084322576,0.3488623253555587,-0.6771471593681628,0.7012651755161944,2.9917905124394144,25.617424088610825,0.47511689537161633,1,1.0534125545337187,,
Case1-arc,0.7477731482663338,4,True,-0.7371633699512538,-0.0096580052510315,-0.6771471593681628,0.7012651755161944,0.7372266348032456,74.02934227083118,18.499054247990852,1,12.913738344609817,,
Case1-arc,0.7477731482663338,2,True,-0.5554281833883744,0.5483582119707046,-0.6771471593681628,0.7012651755161944,0.7805108554900553,66.04098461971178,17.73889530615787,1,11.849674673958592,,
Case1-arc,0.7477731482663338,7,True,-0.0207383942987079,0.6733455440319922,-0.6771471593681628,0.7012651755161944,0.6736648296191722,69.87974355230594,18.71247642195228,1,13.000303855865736,,
Case1-arc,0.7477731482663338,5,True,2.7844390965878443,0.2477597676823909,-0.6771471593681628,0.7012651755161944,2.795440213112948,24.032552828174936,1.8318679906315083e-15,2,0.925387221902072,0.40587107914470655,2.280002861628238
Case1-arc,0.7652157968131189,1,True,-3.2272425778092315,-0.0521855913576714,-0.6571987048128751,0.6998620916547154,3.227664479460361,30.20169013582577,0.41188700771835296,1,1.0435882014157987,,
Case1-arc,0.7652157968131189,4,True,-0.7612219327762456,-0.0124551173483248,-0.6571987048128751,0.6998620916547154,0.7613238213058643,93.75170974128622,21.78522668536959,1,15.274954693264542,,
Case1-arc,0.7652157968131189,2,True,-0.553612868203401,0.5661958189584324,-0.6571987048128751,0.6998620916547154,0.7918743039437548,83.28922566421615,21.90447765226606,1,14.942971144172368,,
Case1-arc,0.7652157968131189,7,True,-0.0150413094500674,0.7060806580954089,-0.6571987048128751,0.6998620916547154,0.7062408489505676,86.8994921879402,22.40299167425049,1,15.641344771810523,,
Case1-arc,0.7652157968131189,5,True,2.922962852622161,0.9301373005263232,-0.6571987048128751,0.6998620916547154,3.067387689164752,28.79476616514451,4.579669976578771e-16,2,0.9399210999945032,0.3666776665400451,2.5633442823599237
Case1-arc,0.7826303171421585,1,True,-3.4302395576981453,-0.6356026581104588,-0.6376397596697598,0.7040284043852189,3.4886292669462957,35.60645541458694,0.34292824381721515,1,1.0302757826662816,,
Case1-arc,0.7826303171421585,4,True,-0.7804403892785923,-0.014118378202965,-0.6376397596697598,0.7040284043852189,0.7805680814768193,118.27661691994163,25.448279032941024,1,17.895931336474902,,
Case1-arc,0.7826303171421585,2,True,-0.549047854938102,0.5855921758953945,-0.6376397596697598,0.7040284043852189,0.8027276894950328,104.4991659525977,26.604887978909478,1,18.375143521907447,,
Case1-arc,0.7826303171421585,7,True,-0.0109845569133261,0.7351202432498186,-0.6376397596697598,0.7040284043852189,0.7352023072095561,107.42003828387242,26.80827194007381,1,18.781273237740248,,
Case1-arc,0.7826303171421585,5,True,2.899706353505146,1.6799739750806582,-0.6376397596697598,0.7040284043852189,3.351210153587271,34.272915076075336,-1.1449174941446927e-16,2,0.951962336684238,0.33231558045964704,2.86463347691227
Case1-arc,0.8000256219638886,1,True,-3.4923638073272563,-1.3478077789152123,-0.6190364113793767,0.7113695863518562,3.743419662772755,41.22795460821048,0.2824551931204949,1,1.0190604704437518,,
Case1-arc,0.8000256219638886,4,True,-0.7942700528047834,-0.0149854900442596,-0.6190364113793767,0.7113695863518562,0.7944114058184084,145.32673608751216,29.07345196096657,1,20.48171241394601,,
Case1-arc,0.8000256219638886,2,True,-0.5419485448664494,0.6041810273908083,-0.6190364113793767,0.7113695863518562,0.8116298042469081,127.62098375023626,31.36548693263612,1,21.816469187160564,,
Case1-arc,0.8000256219638886,7,True,-0.0083369281503193,0.7585974886681013,-0.6190364113793767,0.7113695863518562,0.7586432983850405,129.38904607495033,31.547918081499144,1,22.14995714235292,,
Case1-arc,0.8000256219638886,5,True,2.758250016428366,2.340589391715604,-0.6190364113793767,0.7113695863518562,3.617499392361898,39.879727911226034,1.3877787807814457e-16,2,0.9603078679965202,0.30730892327037934,3.124894187181195
Case1-arc,0.8174159783755492,1,True,-3.39186664982791,-2.0925215711776173,-0.6010793046642725,0.7201754656783858,3.985399088680888,46.88127892567635,0.24059095838040795,1,1.0125528351976443,,
Case1-arc,0.8174159783755492,4,True,-0.8042545188894152,-0.0154371723806059,-0.6010793046642725,0.7201754656783858,0.8044026587755372,174.13879621256436,32.56604548829535,1,22.967633443018304,,
Case1-arc,0.8174159783755492,2,True,-0.5329885651669001,0.621521103200628,-0.6010793046642725,0.7201754656783858,0.8187583845814324,151.97552017961243,36.08459591077538,1,25.207339856093625,,
Case1-arc,0.8174159783755492,7,True,-0.0065538933537025,0.7776728151975592,-0.6010793046642725,0.7201754656783858,0.777700431410057,152.17630034130826,36.55497804838408,1,25.702362143439608,,
Case1-arc,0.8174159783755492,5,True,2.583922320900315,2.872921096375467,-0.6010793046642725,0.7201754656783858,3.8639785437352114,45.466777500545504,2.220446049250313e-15,2,0.9654708372953226,0.2913835634959592,3.31340184639039
Case1-arc,0.8348051582853696,1,True,-3.1942028027346705,-2.752139488286167,-0.5834516073670166,0.7296236115008032,4.216302089269941,52.56284784308414,0.21989434812150582,1,1.0102755094089058,,
Case1-arc,0.8348051582853696,4,True,-0.8116860868711393,-0.0156775880792747,-0.5834516073670166,0.7296236115008032,0.8118374778169373,204.7235262774332,35.947169014773266,1,25.37065620818831,,
Case1-arc,0.8348051582853696,2,True,-0.5226680671428113,0.6377513491519824,-0.5834516073670166,0.7296236115008032,0.8245657595098016,177.56315019908138,40.79523468865795,1,28.579205480989085,,
Case1-arc,0.8348051582853696,7,True,-0.0052836428208216,0.7936249400290104,-0.5834516073670166,0.7296236115008032,0.7936425280423853,175.81231023403717,41.901564812775526,1,29.49142551875399,,
Case1-arc,0.8348051582853696,5,True,2.427113970299277,3.298836409186946,-0.5834516073670166,0.7296236115008032,4.095510209900513,51.056547774610436,2.47198095326695e-16,2,0.9686512470359426,0.28138525229265804,3.442437864613052
Case1-arc,0.8521940353840631,1,False,-2.9938030878539084,-3.277378567057676,-0.5659569209167702,0.7393156993876279,4.438926356750315,58.31681673095408,0.21244101697744153,1,1.0100987953862173,,
Case1-arc,0.8521940353840631,4,True,-0.8173889910549184,-0.0158056300009417,-0.5659569209167702,0.7393156993876279,0.8175417913706333,237.35104614115676,39.259270029229896,1,27.722095662842914,,
Case1-arc,0.8521940353840631,2,True,-0.5113083254300781,0.6530633990891063,-0.5659569209167702,0.7393156993876279,0.8294142552934136,204.60391920414767,45.556304553682864,1,31.97837224665613,,
Case1-arc,0.8521940353840631,7,True,-0.0043306741671976,0.8073451474057788,-0.5659569209167702,0.7393156993876279,0.8073567623909527,200.52334999518274,47.71074034426432,1,33.60540443561375,,
Case1-arc,0.8521940353840631,5,False,2.3031915911504184,3.6512697918035246,-0.5659569209167702,0.7393156993876279,4.316996942097938,56.7084531767422,1.2902005852577503e-15,2,0.9707874791898781,0.2744276868150751,3.5374983131496114
Case1-arc,0.8695828781433939,1,False,-2.8338331326042487,-3.694326898192341,-0.5484807629084271,0.7490411257302666,4.656034949842307,64.20107006026335,0.2100693324250497,1,1.0105175045355528,,
Case1-arc,0.8695828781433939,4,True,-0.8218814065503919,-0.0158706458076135,-0.5484807629084271,0.7490411257302666,0.822034624472474,272.4057080638931,42.545071461681346,1,30.05297256848034,,
Case1-arc,0.8695828781433939,2,True,-0.4991186828006353,0.6676094938962936,-0.5484807629084271,0.7490411257302666,0.8335597734182634,233.40911215532864,50.42934014006265,1,35.45110087589313,,
Case1-arc,0.8695828781433939,7,True,-0.0035839454002377,0.819428920717088,-0.5484807629084271,0.7490411257302666,0.8194367582505703,226.6057034149811,54.144914865896006,1,38.159937394209635,,
Case1-arc,0.8695828781433939,5,False,2.211360610722648,3.956324919913553,-0.5484807629084271,0.7490411257302666,4.5323970062853745,62.48779801497858,7.91033905045424e-16,2,0.9723996459533368,0.2688439672584904,3.6169665842580936
