component,s,branch_id,reliable,x,y,c1,c2,r,jacobi_CJ,max_real,n_centre_pairs,omega1,omega2,ratio
Case1-arc,0.0347776794571169,4,True,-0.1077557199603654,0.0051974925625246,-1.2499729567811149,1.283763185122131,0.10788099514332536,4.4343510277375096,4.300219008108158,1,2.976445572307298,,
Case1-arc,0.0347776794571169,5,True,0.5066733574656872,-0.5062268245615502,-1.2499729567811149,1.283763185122131,0.7162286569743092,3.0513840824868135,0.4367885031928844,0,,,
Case1-arc,0.0521665191870575,1,True,-1.7199111508202731,1.7575850311168593,-1.2364866968627055,1.2689942720471192,2.45910542846824,10.363167694487885,2.1766779033324894,1,1.8622425377861904,,
Case1-arc,0.0521665191870575,2,True,-1.190876576361542,0.4876249533975182,-1.2364866968627055,1.2689942720471192,1.2868430810718607,7.829334623293382,3.287606480355536,1,2.406227502068238,,
Case1-arc,0.0521665191870575,3,True,-0.4669328259331321,1.1127148846612125,-1.2364866968627055,1.2689942720471192,1.2067148289801182,7.666895006820989,3.368148721686058,1,2.4747455598293047,,
Case1-arc,0.0521665191870575,4,True,-0.1294594759112994,0.0261997195876823,-1.2364866968627055,1.2689942720471192,0.13208399301089246,4.758173320898182,4.034761128039275,1,2.739298610795378,,
Case1-arc,0.0521665191870575,5,True,0.5324413198218053,-0.5237965065149042,-1.2364866968627055,1.2689942720471192,0.746897944361078,3.165139367504886,0.43800323813769915,0,,,
Case1-arc,0.069555358918127,1,True,-1.7108052042629844,1.7462088304197845,-1.222998644002947,1.2542269963993502,2.444606251806074,10.340459806759975,2.146763270677515,1,1.843796015340752,,
Case1-arc,0.069555358918127,2,True,-1.177128714909794,0.4932632783285881,-1.222998644002947,1.2542269963993502,1.2762996016659447,8.029469516801367,3.387539935456166,1,2.4723489628365,,
Case1-arc,0.069555358918127,3,True,-0.4726638545393261,1.1013178221627948,-1.222998644002947,1.2542269963993502,1.1984623752130787,7.870072538123262,3.4594343931033613,1,2.532603055211384,,
Case1-arc,0.069555358918127,4,True,-0.1484322503706754,0.044238652314691,-1.222998644002947,1.2542269963993502,0.1548844450186105,5.077552793547367,3.8607159503390616,1,2.561762097838765,,
Case1-arc,0.069555358918127,5,True,0.5576294985960603,-0.5407968593540269,-1.222998644002947,1.2542269963993502,0.7767959196543663,3.2832395373874723,0.437440272649199,0,,,
Case1-arc,0.0869441986505212,1,True,-1.7019426581460195,1.734985161718862,-1.2095086681028009,1.239461477437282,2.4303872783986025,10.32299817784525,2.116047872183522,1,1.8248715259672408,,
Case1-arc,0.0869441986505212,2,True,-1.1634457424236138,0.4982691909028529,-1.2095086681028009,1.239461477437282,1.265653263009509,8.240908984081479,3.4908377505969472,1,2.5402470721073978,,
Case1-arc,0.0869441986505212,3,True,-0.4779121718847839,1.0898445951001012,-1.2095086681028009,1.239461477437282,1.1900257499333933,8.08441822697378,3.554310166747329,1,2.5924461361173776,,
Case1-arc,0.0869441986505212,4,True,-0.1658884030596118,0.0603766060425647,-1.2095086681028009,1.239461477437282,0.17653412368969146,5.399998634459724,3.732371569008554,1,2.410385769528179,,
Case1-arc,0.0869441986505212,5,True,0.5824888670025717,-0.5573925344726082,-1.2095086681028009,1.239461477437282,0.8062131961632341,3.4060559373355357,0.4356243747128092,0,,,
Case1-arc,0.1043330383844733,1,True,-1.6933466024157484,1.723924697996681,-1.1960166268908403,1.224697845636756,2.4164724455859012,10.31109250613357,2.084488393560145,1,1.8054447150651032,,
Case1-arc,0.1043330383844733,2,True,-1.1498442547316057,0.5026704113337569,-1.1960166268908403,1.224697845636756,1.2549180660783117,8.464396621668861,3.5974856886515494,1,2.6098519217872096,,
Case1-arc,0.1043330383844733,3,True,-0.4826857652063889,1.0783117609595476,-1.1960166268908403,1.224697845636756,1.181415169090256,8.310672978868642,3.652797065072017,1,2.6542357988648444,,
Case1-arc,0.1043330383844733,4,True,-0.1825236044909299,0.0751050550643644,-1.1960166268908403,1.224697845636756,0.19737182041158413,5.7298022075681825,3.6301427583681285,1,2.270019818957932,,
Case1-arc,0.1043330383844733,5,True,0.607204316654695,-0.5736973438807897,-1.1960166268908403,1.224697845636756,0.8353596378446639,3.5339513906716817,0.4328744060521835,0,,,
Case1-arc,0.1217218781202657,1,True,-1.6850427935440448,1.713038699350314,-1.182522364408833,1.2099362440950985,2.4028880126935865,10.305073753539418,2.052040358185999,1,1.7854910776092687,,
Case1-arc,0.1217218781202657,2,True,-1.1363350970697352,0.5064939090148515,-1.182522364408833,1.2099362440950985,1.244103505622273,8.700727492115952,3.7074987427206043,1,2.6811175681282706,,
Case1-arc,0.1217218781202657,3,True,-0.4869936112448816,1.0667323556512476,-1.182522364408833,1.2099362440950985,1.1726383483353215,8.54962986256332,3.7549289283147935,1,2.717940732302345,,
Case1-arc,0.1217218781202657,4,True,-0.1988441364701447,0.0886162503578932,-1.182522364408833,1.2099362440950985,0.2176966477372822,6.0698810745977925,3.54423610915799,1,2.1323087328071773,,
Case1-arc,0.1217218781202657,5,True,0.631919311837164,-0.5897924373757519,-1.182522364408833,1.2099362440950985,0.8643940859691169,3.6672887197787185,0.42939390028013097,0,,,
Case1-arc,0.1391107178582411,1,True,-1.6770600083849665,1.702338962175956,-1.1690257092559928,1.1951768301604329,2.3896627824583314,10.305295313556368,2.018658398063672,1,1.764986238764001,,
Case1-arc,0.1391107178582411,2,True,-1.1229243479472155,0.5097653893849298,-1.1690257092559928,1.1951768301604329,1.2332152461867507,8.95075262121586,3.8209143446504297,1,2.754015001930813,,
Case1-arc,0.1391107178582411,3,True,-0.4908452558084388,1.0551161734005587,-1.1690257092559928,1.1951768301604329,1.1637006507350118,8.802138355897103,3.860749471541639,1,2.783534044623112,,
Case1-arc,0.1391107178582411,4,True,-0.2153196312534943,0.1008579369383982,-1.1690257092559928,1.1951768301604329,0.237770618552021,6.422478773517249,3.469925149161937,1,1.9926586966556643,,
Case1-arc,0.1391107178582411,5,True,0.6567501691665572,-0.6057366746009301,-1.1690257092559928,1.1951768301604329,0.8934414942551607,3.80643643051888,0.42531744393542936,0,,,
Case1-arc,0.1564995575988184,1,True,-1.6694304514390614,1.6918377325493523,-1.15552647254497,1.1804197773303071,2.376828337400445,10.312134178216283,1.9842965986915015,1,1.7439062990717624,,
Case1-arc,0.1564995575988184,2,True,-1.1096141213195996,0.5125089817411085,-1.15552647254497,1.1804197773303071,1.2222556829882916,9.215383790806069,3.9377859769625165,1,2.828525459443502,,
