family,amplitude,geom_amplitude,T,jacobi_CJ,closure,nu,abs_nu_plus2,nontriv1_re,nontriv1_im,nontriv1_abs,classification,mult1_re,mult1_im,mult2_re,mult2_im,mult3_re,mult3_im,mult4_re,mult4_im
fam10_case2_res_2to1,0.29800000000000015,0.30022715914784004,17.11990252345729,20.35976027283706,7.66342177098479e-14,-1.9987426683777045,0.0012573316222954656,-0.9993713341886645,-0.035453298881668496,0.9999999999998122,spectrally stable (near transition),-0.9993713341886645,0.035453298881668496,-0.9993713341886645,-0.035453298881668496,0.9999997986399609,0.0,1.00000020136008,0.0
fam10_case2_res_2to1,0.30200000000000016,0.3043397040034353,17.126486719226477,20.359834935044436,5.979915144873909e-14,-1.9981770795622689,0.0018229204377311348,-0.9990885397809648,-0.0426859423932511,0.9999999999998301,spectrally stable (near transition),-0.9990885397809648,0.0426859423932511,-0.9990885397809648,-0.0426859423932511,0.9999999999999871,2.2655806302206272e-07,0.9999999999999871,-2.2655806302206272e-07
fam10_case2_res_2to1,0.30600000000000016,0.30845635142801836,17.133176381936835,20.359910601431796,1.7518948593478393e-14,-1.9974951266042273,0.0025048733957726554,-0.9987475633019514,-0.050033037066418956,0.9999999999998375,spectrally stable (near transition),-0.9987475633019514,0.050033037066418956,-0.9987475633019514,-0.050033037066418956,0.999999907858717,0.0,1.0000000921414434,0.0
fam10_case2_res_2to1,0.31000000000000016,0.31257720271491224,17.139972329659695,20.359987272862565,9.429958781174364e-14,-1.9966915897550384,0.003308410244961646,-0.9983457948773581,-0.057494989784965256,0.9999999999998386,spectrally stable (near transition),-0.9983457948773581,0.057494989784965256,-0.9983457948773581,-0.057494989784965256,0.9999998170450594,0.0,1.0000001829552625,0.0
fam10_case2_res_2to1,0.31400000000000017,0.31670236067564944,17.146875399491936,20.360064950238947,1.0058486770259977e-13,-1.9957611186806292,0.00423888131937078,-0.9978805593400748,-0.06507218523039594,0.9999999999997597,spectrally stable (near transition),-0.9978805593400748,0.06507218523039594,-0.9978805593400748,-0.06507218523039594,0.9999999999998692,3.421599805235431e-07,0.9999999999998692,-3.421599805235431e-07
fam10_case2_res_2to1,0.31800000000000017,0.3208319296614526,17.153886447973235,20.36014363450279,3.1393603955819416e-14,-1.9946982298336797,0.005301770166320274,-0.9973491149166442,-0.07276498453647853,0.9999999999998038,spectrally stable (near transition),-0.9973491149166442,0.07276498453647853,-0.9973491149166442,-0.07276498453647853,1.0000000000000973,1.755411395510532e-07,1.0000000000000973,-1.755411395510532e-07
fam10_case2_res_2to1,0.3220000000000002,0.3249660155860607,17.16100635150667,20.360223326636326,1.4223487797151196e-13,-1.9934973037886592,0.006502696211340808,-0.9967486518941999,-0.08057372367487418,0.9999999999998699,spectrally stable (near transition),-0.9967486518941999,0.08057372367487418,-0.9967486518941999,-0.08057372367487418,0.9999999999999969,3.1742293634146985e-07,0.9999999999999969,-3.1742293634146985e-07
fam10_case2_res_2to1,0.3260000000000002,0.32910472594908396,17.16823600681661,20.36030402766302,4.682458061474957e-14,-1.992152582537329,0.007847417462671036,-0.996076291268402,-0.0884987116994282,0.9999999999997364,spectrally stable (near transition),-0.996076291268402,0.0884987116994282,-0.996076291268402,-0.0884987116994282,0.9999999999999485,1.6582919060817116e-07,0.9999999999999485,-1.6582919060817116e-07
fam10_case2_res_2to1,0.3300000000000002,0.33324816986207967,17.175576331404653,20.3603857386484,3.2654201190484507e-14,-1.990658166748946,0.009341833251053977,-0.9953290833742753,-0.09654022886303704,0.9999999999998013,spectrally stable (near transition),-0.9953290833742753,0.09654022886303704,-0.9953290833742753,-0.09654022886303704,0.9999996734116696,0.0,1.0000003265883932,0.0
fam10_case2_res_2to1,0.3340000000000002,0.33739645807485946,17.183028264024724,20.360468460700908,1.5632905250871778e-14,-1.9890080129954821,0.010991987004517867,-0.9945040064975053,-0.1046985246311322,0.9999999999997629,spectrally stable,-0.9945040064975053,0.1046985246311322,-0.9945040064975053,-0.1046985246311322,0.9999999999999208,2.943159566683654e-07,0.9999999999999208,-2.943159566683654e-07
fam10_case2_res_2to1,0.3380000000000002,0.34154970300416276,17.190592765194335,20.360552194972758,7.541121003519404e-14,-1.9871959309382898,0.012804069061710166,-0.9935979654690302,-0.11297381561925325,0.9999999999998846,spectrally stable,-0.9935979654690302,0.11297381561925325,-0.9935979654690302,-0.11297381561925325,1.0000000000000449,1.5500960587199538e-07,1.0000000000000449,-1.5500960587199538e-07
fam10_case2_res_2to1,0.3420000000000002,0.34570801876320917,17.198270817690958,20.360636942660875,6.04267882490855e-14,-1.9852155804875056,0.014784419512494429,-0.9926077902435901,-0.12136628340444976,0.9999999999998361,spectrally stable,-0.9926077902435901,0.12136628340444976,-0.9926077902435901,-0.12136628340444976,1.0000000000000022,1.586342968732489e-07,1.0000000000000022,-1.586342968732489e-07
fam10_case2_res_2to1_ultra,0.2580000000000001,0.25930733683408835,17.059694105418874,20.35906871695208,6.341275494886294e-14,-1.9990585666088747,0.0009414333911252903,-0.9995292833042397,-0.030679175623172874,0.9999999999998023,spectrally stable (near transition),-0.9995292833042397,0.030679175623172874,-0.9995292833042397,-0.030679175623172874,0.9999998558768556,0.0,1.000000144123304,0.0
fam10_case2_res_2to1_ultra,0.25880000000000014,0.26012224374726106,17.060800397376248,20.359081569153556,4.041849304631201e-11,-1.9991316189344475,0.000868381065552537,-0.999565809467055,-0.02946510723098904,0.9999999999998312,spectrally stable (near transition),-0.999565809467055,0.02946510723098904,-0.999565809467055,-0.02946510723098904,0.9999979309127326,0.0,1.0000020690914002,0.0
fam10_case2_res_2to1_ultra,0.25960000000000016,0.26093727372030834,17.06191059895989,20.359094461239817,4.0928505099076984e-11,-1.9992019661889295,0.0007980338110704643,-0.9996009830942734,-0.02824667407995765,0.9999999999998085,spectrally stable (near transition),-0.9996009830942734,0.02824667407995765,-0.9996009830942734,-0.02824667407995765,0.9999978857332146,0.0,1.0000021142712903,0.0
